FixedRef,FeatureType,Value
27844,8,Birthdate
27844,9,Place of Birth
27844,10,Nationality Country
27844,125,Additional Sanctions Information -
27844,25,Location
27845,8,Birthdate
27845,9,Place of Birth
27845,10,Nationality Country
27845,224,Gender
27845,125,Additional Sanctions Information -
27845,25,Location
27846,8,Birthdate
27846,9,Place of Birth
27846,10,Nationality Country
27846,224,Gender
27846,125,Additional Sanctions Information -
27846,8,Birthdate
27846,25,Location
27847,8,Birthdate
27847,9,Place of Birth
27847,10,Nationality Country
27847,224,Gender
27847,125,Additional Sanctions Information -
27847,25,Location
27848,8,Birthdate
27848,9,Place of Birth
27848,10,Nationality Country
27848,224,Gender
27848,125,Additional Sanctions Information -
27848,25,Location
27849,125,Additional Sanctions Information -
27849,25,Location
27850,8,Birthdate
27850,9,Place of Birth
27850,10,Nationality Country
27850,224,Gender
27850,125,Additional Sanctions Information -
27850,25,Location
27851,8,Birthdate
27851,9,Place of Birth
27851,10,Nationality Country
27851,224,Gender
27851,125,Additional Sanctions Information -
27851,8,Birthdate
27851,25,Location
27852,8,Birthdate
27852,9,Place of Birth
27852,10,Nationality Country
27852,224,Gender
27852,125,Additional Sanctions Information -
27852,25,Location
27853,125,Additional Sanctions Information -
27853,8,Birthdate
27853,9,Place of Birth
27853,10,Nationality Country
27853,224,Gender
27853,25,Location
27854,125,Additional Sanctions Information -
27854,8,Birthdate
27854,10,Nationality Country
27854,224,Gender
27854,8,Birthdate
27854,9,Place of Birth
27854,25,Location
27855,125,Additional Sanctions Information -
27855,8,Birthdate
27855,9,Place of Birth
27855,10,Nationality Country
27855,8,Birthdate
27855,224,Gender
27855,25,Location
27856,125,Additional Sanctions Information -
27856,8,Birthdate
27856,10,Nationality Country
27856,224,Gender
27856,25,Location
27863,224,Gender
27863,8,Birthdate
27863,10,Nationality Country
27863,25,Location
27865,9,Place of Birth
27865,10,Nationality Country
27865,224,Gender
27865,8,Birthdate
27865,25,Location
27884,14,Website
27884,504,Secondary sanctions risk:
27884,25,Location
27884,25,Location
27885,8,Birthdate
27885,10,Nationality Country
27885,224,Gender
27885,504,Secondary sanctions risk:
27885,25,Location
27886,14,Website
27886,504,Secondary sanctions risk:
27886,25,Location
27887,14,Website
27887,504,Secondary sanctions risk:
27887,25,Location
27888,504,Secondary sanctions risk:
27888,25,Location
27923,8,Birthdate
27923,10,Nationality Country
27923,25,Location
27924,8,Birthdate
27924,10,Nationality Country
27924,8,Birthdate
27924,25,Location
27943,25,Location
27944,25,Location
27945,25,Location
27963,11,Citizenship Country
27963,8,Birthdate
27963,224,Gender
27963,9,Place of Birth
27963,10,Nationality Country
27963,25,Location
27964,25,Location
27965,224,Gender
27965,11,Citizenship Country
27965,8,Birthdate
27965,9,Place of Birth
27965,10,Nationality Country
27965,25,Location
27966,25,Location
27966,25,Location
27966,25,Location
27966,25,Location
27967,25,Location
27967,25,Location
27967,25,Location
27968,9,Place of Birth
27968,10,Nationality Country
27968,224,Gender
27968,8,Birthdate
27968,25,Location
27968,25,Location
27969,8,Birthdate
27969,9,Place of Birth
27969,224,Gender
27969,8,Birthdate
27969,25,Location
27970,8,Birthdate
27970,10,Nationality Country
27970,25,Location
27971,25,Location
27971,25,Location
27972,25,Location
27973,25,Location
27988,224,Gender
27988,8,Birthdate
27988,11,Citizenship Country
27988,9,Place of Birth
27988,25,Location
27988,25,Location
27989,25,Location
27989,25,Location
27993,25,Location
27994,224,Gender
27994,10,Nationality Country
27994,8,Birthdate
27994,9,Place of Birth
27994,25,Location
28003,8,Birthdate
28003,9,Place of Birth
28003,125,Additional Sanctions Information -
28003,224,Gender
28003,25,Location
28004,8,Birthdate
28004,9,Place of Birth
28004,224,Gender
28004,10,Nationality Country
28004,8,Birthdate
28004,8,Birthdate
28004,25,Location
28005,224,Gender
28005,10,Nationality Country
28005,8,Birthdate
28005,25,Location
28006,8,Birthdate
28006,224,Gender
28006,10,Nationality Country
28006,9,Place of Birth
28006,25,Location
28007,21,Email Address
28007,21,Email Address
28007,14,Website
28007,25,Location
28009,25,Location
28010,21,Email Address
28010,14,Website
28010,25,Location
28010,25,Location
28012,3,Vessel Flag
28012,2,VESSEL TYPE
28013,2,VESSEL TYPE
28013,3,Vessel Flag
28014,2,VESSEL TYPE
28014,3,Vessel Flag
28015,2,VESSEL TYPE
28015,3,Vessel Flag
28016,2,VESSEL TYPE
28016,3,Vessel Flag
28017,2,VESSEL TYPE
28017,3,Vessel Flag
28023,8,Birthdate
28023,9,Place of Birth
28023,224,Gender
28023,8,Birthdate
28023,8,Birthdate
28023,10,Nationality Country
28023,25,Location
28023,25,Location
28024,224,Gender
28024,9,Place of Birth
28024,8,Birthdate
28024,8,Birthdate
28024,10,Nationality Country
28024,25,Location
28024,25,Location
28025,8,Birthdate
28025,224,Gender
28025,9,Place of Birth
28025,10,Nationality Country
28025,25,Location
28026,224,Gender
28026,9,Place of Birth
28026,10,Nationality Country
28026,8,Birthdate
28026,8,Birthdate
28026,25,Location
28027,224,Gender
28027,9,Place of Birth
28027,10,Nationality Country
28027,8,Birthdate
28027,25,Location
28028,224,Gender
28028,9,Place of Birth
28028,10,Nationality Country
28028,8,Birthdate
28028,25,Location
28029,224,Gender
28029,9,Place of Birth
28029,10,Nationality Country
28029,8,Birthdate
28029,25,Location
28031,8,Birthdate
28031,224,Gender
28031,25,Location
28032,224,Gender
28032,10,Nationality Country
28032,8,Birthdate
28032,25,Location
28033,8,Birthdate
28033,224,Gender
28033,10,Nationality Country
28033,25,Location
28034,224,Gender
28034,8,Birthdate
28034,9,Place of Birth
28034,10,Nationality Country
28034,25,Location
28035,8,Birthdate
28035,224,Gender
28035,10,Nationality Country
28035,25,Location
28036,8,Birthdate
28036,9,Place of Birth
28036,224,Gender
28036,25,Location
28037,224,Gender
28037,8,Birthdate
28037,8,Birthdate
28037,25,Location
28038,25,Location
28039,25,Location
28040,25,Location
28042,8,Birthdate
28042,9,Place of Birth
28042,224,Gender
28042,25,Location
28043,25,Location
28044,25,Location
28045,25,Location
28046,25,Location
28047,25,Location
28048,25,Location
28049,25,Location
28050,25,Location
28051,25,Location
28052,25,Location
28053,25,Location
28054,10,Nationality Country
28054,224,Gender
28054,8,Birthdate
28054,9,Place of Birth
28054,25,Location
28055,8,Birthdate
28055,9,Place of Birth
28055,10,Nationality Country
28055,224,Gender
28055,25,Location
28058,25,Location
28059,25,Location
28060,25,Location
28061,25,Location
28062,25,Location
28063,25,Location
28065,8,Birthdate
28065,10,Nationality Country
28065,224,Gender
28065,9,Place of Birth
28065,25,Location
28066,25,Location
28067,25,Location
28068,25,Location
28083,504,Secondary sanctions risk:
28083,25,Location
28083,25,Location
28083,25,Location
28083,25,Location
28103,8,Birthdate
28103,9,Place of Birth
28103,224,Gender
28103,125,Additional Sanctions Information -
28103,25,Location
28104,125,Additional Sanctions Information -
28104,25,Location
28105,3,Vessel Flag
28105,1,Vessel Call Sign
28105,125,Additional Sanctions Information -
28106,1,Vessel Call Sign
28106,3,Vessel Flag
28106,125,Additional Sanctions Information -
28107,125,Additional Sanctions Information -
28107,25,Location
28108,125,Additional Sanctions Information -
28108,25,Location
28108,25,Location
28110,21,Email Address
28110,21,Email Address
28110,21,Email Address
28110,125,Additional Sanctions Information -
28110,25,Location
28110,25,Location
28110,25,Location
28112,8,Birthdate
28112,8,Birthdate
28112,9,Place of Birth
28112,10,Nationality Country
28112,224,Gender
28112,25,Location
28113,8,Birthdate
28113,10,Nationality Country
28113,224,Gender
28113,25,Location
28114,8,Birthdate
28114,10,Nationality Country
28114,224,Gender
28114,25,Location
28115,8,Birthdate
28115,224,Gender
28115,10,Nationality Country
28115,25,Location
28116,8,Birthdate
28116,10,Nationality Country
28116,224,Gender
28116,25,Location
28117,8,Birthdate
28117,10,Nationality Country
28117,224,Gender
28117,25,Location
28118,8,Birthdate
28118,10,Nationality Country
28118,224,Gender
28118,25,Location
28119,8,Birthdate
28119,10,Nationality Country
28119,224,Gender
28119,25,Location
28120,25,Location
28121,25,Location
28122,25,Location
28123,25,Location
28124,14,Website
28124,125,Additional Sanctions Information -
28124,25,Location
28124,25,Location
28124,25,Location
28124,25,Location
28125,25,Location
28126,25,Location
28127,25,Location
28128,25,Location
28129,25,Location
28130,8,Birthdate
28130,9,Place of Birth
28130,224,Gender
28130,25,Location
28131,8,Birthdate
28131,9,Place of Birth
28131,224,Gender
28131,25,Location
28132,25,Location
28133,25,Location
28163,8,Birthdate
28163,9,Place of Birth
28163,10,Nationality Country
28163,11,Citizenship Country
28163,224,Gender
28163,125,Additional Sanctions Information -
28163,25,Location
28164,25,Location
28165,25,Location
28166,25,Location
28167,25,Location
28168,25,Location
28169,25,Location
28170,25,Location
28171,25,Location
28172,25,Location
28173,25,Location
28173,25,Location
28174,25,Location
28175,8,Birthdate
28175,11,Citizenship Country
28175,224,Gender
28175,25,Location
28175,25,Location
28175,25,Location
28175,25,Location
28176,224,Gender
28176,8,Birthdate
28176,25,Location
28177,364,D-U-N-S Number
28177,25,Location
28178,364,D-U-N-S Number
28178,25,Location
28179,25,Location
28180,524,Phone Number
28180,364,D-U-N-S Number
28180,25,Location
28180,25,Location
28180,25,Location
28181,25,Location
28182,25,Location
28184,8,Birthdate
28184,9,Place of Birth
28184,224,Gender
28184,504,Secondary sanctions risk:
28184,25,Location
28208,8,Birthdate
28208,224,Gender
28208,10,Nationality Country
28208,9,Place of Birth
28208,25,Location
28223,8,Birthdate
28223,9,Place of Birth
28223,10,Nationality Country
28223,224,Gender
28223,25,Location
28224,8,Birthdate
28224,9,Place of Birth
28224,10,Nationality Country
28224,224,Gender
28224,25,Location
28225,10,Nationality Country
28225,8,Birthdate
28225,224,Gender
28225,25,Location
28226,10,Nationality Country
28226,8,Birthdate
28226,224,Gender
28226,25,Location
28227,25,Location
28228,25,Location
28229,25,Location
28230,524,Phone Number
28230,25,Location
28230,25,Location
28243,25,Location
28243,25,Location
28263,8,Birthdate
28263,10,Nationality Country
28263,21,Email Address
28263,524,Phone Number
28263,344,Digital Currency Address - XBT
28263,344,Digital Currency Address - XBT
28263,344,Digital Currency Address - XBT
28263,344,Digital Currency Address - XBT
28263,344,Digital Currency Address - XBT
28263,344,Digital Currency Address - XBT
28263,344,Digital Currency Address - XBT
28263,344,Digital Currency Address - XBT
28263,504,Secondary sanctions risk:
28263,224,Gender
28263,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
28263,25,Location
28264,8,Birthdate
28264,344,Digital Currency Address - XBT
28264,344,Digital Currency Address - XBT
28264,344,Digital Currency Address - XBT
28264,344,Digital Currency Address - XBT
28264,344,Digital Currency Address - XBT
28264,344,Digital Currency Address - XBT
28264,344,Digital Currency Address - XBT
28264,344,Digital Currency Address - XBT
28264,344,Digital Currency Address - XBT
28264,344,Digital Currency Address - XBT
28264,344,Digital Currency Address - XBT
28264,344,Digital Currency Address - XBT
28264,504,Secondary sanctions risk:
28264,224,Gender
28264,524,Phone Number
28264,524,Phone Number
28264,10,Nationality Country
28264,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
28264,25,Location
28283,25,Location
28284,14,Website
28284,125,Additional Sanctions Information -
28284,25,Location
28284,25,Location
28284,25,Location
28285,14,Website
28285,125,Additional Sanctions Information -
28285,25,Location
28286,125,Additional Sanctions Information -
28286,25,Location
28286,25,Location
28286,25,Location
28286,25,Location
28286,25,Location
28287,14,Website
28287,125,Additional Sanctions Information -
28287,25,Location
28288,14,Website
28288,125,Additional Sanctions Information -
28288,25,Location
28289,14,Website
28289,125,Additional Sanctions Information -
28289,25,Location
28289,25,Location
28290,14,Website
28290,125,Additional Sanctions Information -
28290,25,Location
28290,25,Location
28291,14,Website
28291,125,Additional Sanctions Information -
28291,25,Location
28291,25,Location
28292,14,Website
28292,125,Additional Sanctions Information -
28292,25,Location
28292,25,Location
28293,14,Website
28293,125,Additional Sanctions Information -
28293,25,Location
28293,25,Location
28294,14,Website
28294,125,Additional Sanctions Information -
28294,25,Location
28294,25,Location
28294,25,Location
28295,14,Website
28295,125,Additional Sanctions Information -
28295,25,Location
28295,25,Location
28296,125,Additional Sanctions Information -
28296,25,Location
28296,25,Location
28297,8,Birthdate
28297,8,Birthdate
28297,9,Place of Birth
28297,224,Gender
28297,10,Nationality Country
28297,25,Location
28298,9,Place of Birth
28298,224,Gender
28298,8,Birthdate
28298,10,Nationality Country
28298,25,Location
28298,25,Location
28298,25,Location
28299,8,Birthdate
28299,224,Gender
28299,10,Nationality Country
28299,25,Location
28299,25,Location
28299,25,Location
28300,25,Location
28300,25,Location
28301,3,Vessel Flag
28301,2,VESSEL TYPE
28303,125,Additional Sanctions Information -
28303,25,Location
28304,125,Additional Sanctions Information -
28304,25,Location
28305,125,Additional Sanctions Information -
28305,25,Location
28305,25,Location
28306,125,Additional Sanctions Information -
28306,25,Location
28307,224,Gender
28307,8,Birthdate
28307,25,Location
28308,8,Birthdate
28308,224,Gender
28308,25,Location
28309,8,Birthdate
28309,224,Gender
28309,25,Location
28310,8,Birthdate
28310,224,Gender
28310,25,Location
28311,224,Gender
28311,8,Birthdate
28311,25,Location
28312,8,Birthdate
28312,224,Gender
28312,25,Location
28313,8,Birthdate
28313,224,Gender
28313,25,Location
28315,224,Gender
28315,10,Nationality Country
28315,125,Additional Sanctions Information -
28315,8,Birthdate
28315,25,Location
28315,26,Title
28317,125,Additional Sanctions Information -
28317,14,Website
28317,25,Location
28317,25,Location
28318,47,Aircraft Model
28318,64,Aircraft Tail Number
28318,50,Aircraft Manufacturer’s Serial Number (MSN)
28319,64,Aircraft Tail Number
28319,50,Aircraft Manufacturer’s Serial Number (MSN)
28319,47,Aircraft Model
28320,47,Aircraft Model
28320,64,Aircraft Tail Number
28320,50,Aircraft Manufacturer’s Serial Number (MSN)
28321,47,Aircraft Model
28321,64,Aircraft Tail Number
28321,50,Aircraft Manufacturer’s Serial Number (MSN)
28322,47,Aircraft Model
28322,64,Aircraft Tail Number
28322,50,Aircraft Manufacturer’s Serial Number (MSN)
28323,125,Additional Sanctions Information -
28323,1,Vessel Call Sign
28323,3,Vessel Flag
28324,47,Aircraft Model
28324,64,Aircraft Tail Number
28324,50,Aircraft Manufacturer’s Serial Number (MSN)
28325,47,Aircraft Model
28325,64,Aircraft Tail Number
28325,50,Aircraft Manufacturer’s Serial Number (MSN)
28326,47,Aircraft Model
28326,64,Aircraft Tail Number
28326,50,Aircraft Manufacturer’s Serial Number (MSN)
28327,47,Aircraft Model
28327,64,Aircraft Tail Number
28327,50,Aircraft Manufacturer’s Serial Number (MSN)
28329,47,Aircraft Model
28329,64,Aircraft Tail Number
28329,50,Aircraft Manufacturer’s Serial Number (MSN)
28330,47,Aircraft Model
28330,64,Aircraft Tail Number
28330,50,Aircraft Manufacturer’s Serial Number (MSN)
28331,47,Aircraft Model
28331,64,Aircraft Tail Number
28331,50,Aircraft Manufacturer’s Serial Number (MSN)
28332,47,Aircraft Model
28332,64,Aircraft Tail Number
28332,50,Aircraft Manufacturer’s Serial Number (MSN)
28333,47,Aircraft Model
28333,64,Aircraft Tail Number
28333,50,Aircraft Manufacturer’s Serial Number (MSN)
28334,47,Aircraft Model
28334,64,Aircraft Tail Number
28334,50,Aircraft Manufacturer’s Serial Number (MSN)
28338,125,Additional Sanctions Information -
28338,25,Location
28338,25,Location
28338,25,Location
28339,125,Additional Sanctions Information -
28339,25,Location
28343,8,Birthdate
28343,9,Place of Birth
28343,125,Additional Sanctions Information -
28343,224,Gender
28343,10,Nationality Country
28343,25,Location
28344,8,Birthdate
28344,9,Place of Birth
28344,224,Gender
28344,504,Secondary sanctions risk:
28344,25,Location
28345,125,Additional Sanctions Information -
28345,25,Location
28346,125,Additional Sanctions Information -
28346,25,Location
28347,125,Additional Sanctions Information -
28347,25,Location
28347,25,Location
28348,125,Additional Sanctions Information -
28348,586,Executive Order 13846 information:
28348,586,Executive Order 13846 information:
28348,586,Executive Order 13846 information:
28348,586,Executive Order 13846 information:
28348,586,Executive Order 13846 information:
28348,586,Executive Order 13846 information:
28348,25,Location
28348,25,Location
28348,25,Location
28348,25,Location
28348,25,Location
28348,25,Location
28348,25,Location
28348,25,Location
28348,25,Location
28348,25,Location
28349,8,Birthdate
28349,9,Place of Birth
28349,224,Gender
28349,504,Secondary sanctions risk:
28349,25,Location
28350,8,Birthdate
28350,9,Place of Birth
28350,224,Gender
28350,504,Secondary sanctions risk:
28350,25,Location
28351,8,Birthdate
28351,9,Place of Birth
28351,224,Gender
28351,504,Secondary sanctions risk:
28351,25,Location
28352,8,Birthdate
28352,224,Gender
28352,504,Secondary sanctions risk:
28352,25,Location
28353,8,Birthdate
28353,224,Gender
28353,504,Secondary sanctions risk:
28353,25,Location
28354,8,Birthdate
28354,9,Place of Birth
28354,224,Gender
28354,504,Secondary sanctions risk:
28354,10,Nationality Country
28354,25,Location
28354,26,Title
28363,586,Executive Order 13846 information:
28363,586,Executive Order 13846 information:
28363,586,Executive Order 13846 information:
28363,586,Executive Order 13846 information:
28363,586,Executive Order 13846 information:
28363,586,Executive Order 13846 information:
28363,25,Location
28364,586,Executive Order 13846 information:
28364,586,Executive Order 13846 information:
28364,586,Executive Order 13846 information:
28364,586,Executive Order 13846 information:
28364,586,Executive Order 13846 information:
28364,25,Location
28365,586,Executive Order 13846 information:
28365,224,Gender
28365,586,Executive Order 13846 information:
28365,586,Executive Order 13846 information:
28365,586,Executive Order 13846 information:
28365,8,Birthdate
28366,8,Birthdate
28366,224,Gender
28366,10,Nationality Country
28366,586,Executive Order 13846 information:
28366,586,Executive Order 13846 information:
28366,586,Executive Order 13846 information:
28366,586,Executive Order 13846 information:
28366,25,Location
28383,47,Aircraft Model
28383,50,Aircraft Manufacturer’s Serial Number (MSN)
28383,64,Aircraft Tail Number
28384,47,Aircraft Model
28384,50,Aircraft Manufacturer’s Serial Number (MSN)
28384,64,Aircraft Tail Number
28385,47,Aircraft Model
28385,50,Aircraft Manufacturer’s Serial Number (MSN)
28385,64,Aircraft Tail Number
28386,47,Aircraft Model
28386,50,Aircraft Manufacturer’s Serial Number (MSN)
28386,64,Aircraft Tail Number
28388,47,Aircraft Model
28388,50,Aircraft Manufacturer’s Serial Number (MSN)
28388,64,Aircraft Tail Number
28389,47,Aircraft Model
28389,50,Aircraft Manufacturer’s Serial Number (MSN)
28389,64,Aircraft Tail Number
28390,47,Aircraft Model
28390,50,Aircraft Manufacturer’s Serial Number (MSN)
28390,64,Aircraft Tail Number
28391,47,Aircraft Model
28391,50,Aircraft Manufacturer’s Serial Number (MSN)
28391,64,Aircraft Tail Number
28392,47,Aircraft Model
28392,50,Aircraft Manufacturer’s Serial Number (MSN)
28392,64,Aircraft Tail Number
28393,47,Aircraft Model
28393,50,Aircraft Manufacturer’s Serial Number (MSN)
28393,64,Aircraft Tail Number
28398,47,Aircraft Model
28398,50,Aircraft Manufacturer’s Serial Number (MSN)
28398,64,Aircraft Tail Number
28399,47,Aircraft Model
28399,50,Aircraft Manufacturer’s Serial Number (MSN)
28399,64,Aircraft Tail Number
28400,47,Aircraft Model
28400,50,Aircraft Manufacturer’s Serial Number (MSN)
28400,64,Aircraft Tail Number
28401,47,Aircraft Model
28401,50,Aircraft Manufacturer’s Serial Number (MSN)
28401,64,Aircraft Tail Number
28402,47,Aircraft Model
28402,50,Aircraft Manufacturer’s Serial Number (MSN)
28402,64,Aircraft Tail Number
28403,47,Aircraft Model
28403,50,Aircraft Manufacturer’s Serial Number (MSN)
28403,64,Aircraft Tail Number
28404,47,Aircraft Model
28404,50,Aircraft Manufacturer’s Serial Number (MSN)
28404,64,Aircraft Tail Number
28405,47,Aircraft Model
28405,50,Aircraft Manufacturer’s Serial Number (MSN)
28405,64,Aircraft Tail Number
28406,47,Aircraft Model
28406,50,Aircraft Manufacturer’s Serial Number (MSN)
28406,64,Aircraft Tail Number
28407,47,Aircraft Model
28407,50,Aircraft Manufacturer’s Serial Number (MSN)
28407,64,Aircraft Tail Number
28408,47,Aircraft Model
28408,50,Aircraft Manufacturer’s Serial Number (MSN)
28408,64,Aircraft Tail Number
28409,47,Aircraft Model
28409,50,Aircraft Manufacturer’s Serial Number (MSN)
28409,64,Aircraft Tail Number
28410,47,Aircraft Model
28410,50,Aircraft Manufacturer’s Serial Number (MSN)
28410,64,Aircraft Tail Number
28411,47,Aircraft Model
28411,50,Aircraft Manufacturer’s Serial Number (MSN)
28411,64,Aircraft Tail Number
28412,47,Aircraft Model
28412,50,Aircraft Manufacturer’s Serial Number (MSN)
28412,64,Aircraft Tail Number
28413,47,Aircraft Model
28413,50,Aircraft Manufacturer’s Serial Number (MSN)
28413,64,Aircraft Tail Number
28414,47,Aircraft Model
28414,50,Aircraft Manufacturer’s Serial Number (MSN)
28414,64,Aircraft Tail Number
28415,47,Aircraft Model
28415,50,Aircraft Manufacturer’s Serial Number (MSN)
28415,64,Aircraft Tail Number
28416,47,Aircraft Model
28416,50,Aircraft Manufacturer’s Serial Number (MSN)
28416,64,Aircraft Tail Number
28417,47,Aircraft Model
28417,50,Aircraft Manufacturer’s Serial Number (MSN)
28417,64,Aircraft Tail Number
28418,47,Aircraft Model
28418,50,Aircraft Manufacturer’s Serial Number (MSN)
28418,64,Aircraft Tail Number
28419,47,Aircraft Model
28419,50,Aircraft Manufacturer’s Serial Number (MSN)
28419,64,Aircraft Tail Number
28420,47,Aircraft Model
28420,50,Aircraft Manufacturer’s Serial Number (MSN)
28420,64,Aircraft Tail Number
28421,47,Aircraft Model
28421,50,Aircraft Manufacturer’s Serial Number (MSN)
28421,64,Aircraft Tail Number
28422,47,Aircraft Model
28422,50,Aircraft Manufacturer’s Serial Number (MSN)
28422,64,Aircraft Tail Number
28423,47,Aircraft Model
28423,50,Aircraft Manufacturer’s Serial Number (MSN)
28423,64,Aircraft Tail Number
28424,47,Aircraft Model
28424,50,Aircraft Manufacturer’s Serial Number (MSN)
28424,64,Aircraft Tail Number
28425,47,Aircraft Model
28425,50,Aircraft Manufacturer’s Serial Number (MSN)
28425,64,Aircraft Tail Number
28426,47,Aircraft Model
28426,50,Aircraft Manufacturer’s Serial Number (MSN)
28426,64,Aircraft Tail Number
28427,47,Aircraft Model
28427,50,Aircraft Manufacturer’s Serial Number (MSN)
28427,64,Aircraft Tail Number
28443,25,Location
28444,224,Gender
28444,8,Birthdate
28444,10,Nationality Country
28444,9,Place of Birth
28444,25,Location
28445,224,Gender
28445,8,Birthdate
28445,9,Place of Birth
28445,25,Location
28524,8,Birthdate
28524,9,Place of Birth
28524,224,Gender
28524,10,Nationality Country
28524,25,Location
28525,8,Birthdate
28525,9,Place of Birth
28525,224,Gender
28525,10,Nationality Country
28525,25,Location
28526,8,Birthdate
28526,10,Nationality Country
28526,224,Gender
28526,9,Place of Birth
28526,25,Location
28527,25,Location
28527,25,Location
28527,25,Location
28528,224,Gender
28528,8,Birthdate
28528,10,Nationality Country
28528,25,Location
28529,25,Location
28529,25,Location
28529,25,Location
28530,25,Location
28530,25,Location
28531,25,Location
28531,25,Location
28531,25,Location
28532,25,Location
28533,25,Location
28534,25,Location
28535,25,Location
28536,25,Location
28537,25,Location
28538,25,Location
28539,25,Location
28541,8,Birthdate
28541,224,Gender
28541,10,Nationality Country
28541,9,Place of Birth
28541,125,Additional Sanctions Information -
28541,25,Location
28542,8,Birthdate
28542,8,Birthdate
28542,8,Birthdate
28542,9,Place of Birth
28542,10,Nationality Country
28542,224,Gender
28542,125,Additional Sanctions Information -
28542,25,Location
28543,8,Birthdate
28543,8,Birthdate
28543,9,Place of Birth
28543,10,Nationality Country
28543,224,Gender
28543,125,Additional Sanctions Information -
28543,25,Location
28544,8,Birthdate
28544,8,Birthdate
28544,9,Place of Birth
28544,10,Nationality Country
28544,125,Additional Sanctions Information -
28544,224,Gender
28544,25,Location
28545,8,Birthdate
28545,8,Birthdate
28545,9,Place of Birth
28545,10,Nationality Country
28545,224,Gender
28545,125,Additional Sanctions Information -
28545,25,Location
28546,504,Secondary sanctions risk:
28546,647,Organization Type:
28546,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
28546,25,Location
28546,25,Location
28547,8,Birthdate
28547,224,Gender
28547,9,Place of Birth
28547,10,Nationality Country
28547,25,Location
28548,8,Birthdate
28548,224,Gender
28548,9,Place of Birth
28548,10,Nationality Country
28548,25,Location
28549,25,Location
28564,8,Birthdate
28564,224,Gender
28564,10,Nationality Country
28564,25,Location
28571,8,Birthdate
28571,9,Place of Birth
28571,10,Nationality Country
28571,224,Gender
28571,25,Location
28572,8,Birthdate
28572,9,Place of Birth
28572,224,Gender
28572,11,Citizenship Country
28572,25,Location
28573,10,Nationality Country
28573,8,Birthdate
28573,224,Gender
28573,9,Place of Birth
28573,25,Location
28574,25,Location
28603,204,Executive Order 13662 Directive Determination -
28603,204,Executive Order 13662 Directive Determination -
28603,504,Secondary sanctions risk:
28603,25,Location
28604,125,Additional Sanctions Information -
28604,25,Location
28605,125,Additional Sanctions Information -
28605,25,Location
28606,125,Additional Sanctions Information -
28606,25,Location
28607,14,Website
28607,125,Additional Sanctions Information -
28607,25,Location
28607,25,Location
28607,25,Location
28607,25,Location
28608,125,Additional Sanctions Information -
28608,25,Location
28645,14,Website
28645,586,Executive Order 13846 information:
28645,586,Executive Order 13846 information:
28645,586,Executive Order 13846 information:
28645,586,Executive Order 13846 information:
28645,586,Executive Order 13846 information:
28645,586,Executive Order 13846 information:
28645,586,Executive Order 13846 information:
28645,25,Location
28645,25,Location
28645,25,Location
28645,25,Location
28645,25,Location
28645,25,Location
28645,25,Location
28645,25,Location
28645,25,Location
28647,586,Executive Order 13846 information:
28647,586,Executive Order 13846 information:
28647,586,Executive Order 13846 information:
28647,586,Executive Order 13846 information:
28647,586,Executive Order 13846 information:
28647,586,Executive Order 13846 information:
28647,586,Executive Order 13846 information:
28647,25,Location
28650,14,Website
28650,586,Executive Order 13846 information:
28650,586,Executive Order 13846 information:
28650,586,Executive Order 13846 information:
28650,586,Executive Order 13846 information:
28650,586,Executive Order 13846 information:
28650,586,Executive Order 13846 information:
28650,586,Executive Order 13846 information:
28650,25,Location
28650,25,Location
28650,25,Location
28653,10,Nationality Country
28653,224,Gender
28653,8,Birthdate
28653,9,Place of Birth
28654,14,Website
28654,14,Website
28654,586,Executive Order 13846 information:
28654,586,Executive Order 13846 information:
28654,586,Executive Order 13846 information:
28654,586,Executive Order 13846 information:
28654,586,Executive Order 13846 information:
28654,586,Executive Order 13846 information:
28654,586,Executive Order 13846 information:
28654,25,Location
28654,25,Location
28655,586,Executive Order 13846 information:
28655,586,Executive Order 13846 information:
28655,586,Executive Order 13846 information:
28655,586,Executive Order 13846 information:
28655,586,Executive Order 13846 information:
28655,586,Executive Order 13846 information:
28655,586,Executive Order 13846 information:
28655,25,Location
28658,14,Website
28658,14,Website
28658,586,Executive Order 13846 information:
28658,586,Executive Order 13846 information:
28658,586,Executive Order 13846 information:
28658,586,Executive Order 13846 information:
28658,586,Executive Order 13846 information:
28658,586,Executive Order 13846 information:
28658,586,Executive Order 13846 information:
28658,25,Location
28658,25,Location
28658,25,Location
28659,586,Executive Order 13846 information:
28659,586,Executive Order 13846 information:
28659,586,Executive Order 13846 information:
28659,586,Executive Order 13846 information:
28659,586,Executive Order 13846 information:
28659,586,Executive Order 13846 information:
28659,586,Executive Order 13846 information:
28659,25,Location
28659,25,Location
28660,224,Gender
28660,11,Citizenship Country
28660,8,Birthdate
28660,586,Executive Order 13846 information:
28660,586,Executive Order 13846 information:
28660,586,Executive Order 13846 information:
28660,586,Executive Order 13846 information:
28660,25,Location
28660,26,Title
28661,8,Birthdate
28661,11,Citizenship Country
28661,224,Gender
28661,586,Executive Order 13846 information:
28661,586,Executive Order 13846 information:
28661,586,Executive Order 13846 information:
